CodeId,CodeSetId,IsExclusion,RegionId
84322012,167,False,2
129552010,167,False,2
191514016,167,False,2
191517011,167,False,2
195523014,167,False,2
216233019,53,False,2
250208012,167,False,2
250209016,167,False,2
250210014,167,False,2
250603010,4,False,2
250604016,8,False,2
250616010,25,False,2
250620014,9,False,2
250622018,10,False,2
250625016,11,False,2
250628019,5,False,2
250631018,4,True,2
250637019,6,False,2
253458018,95,False,2
253460016,95,False,2
253461017,97,False,2
253462012,97,False,2
264437015,43,False,2
282840016,85,False,2
283686014,92,False,2
283721013,93,False,2
283822010,3,False,2
283827016,2,False,2
284451013,1,False,2
284454017,126,False,2
337358012,101,False,2
401519010,67,False,2
412131011,167,False,2
412132016,167,False,2
412133014,167,False,2
412134015,167,False,2
415348015,46,False,2
415853015,167,False,2
415854014,167,False,2
448022014,20,False,2
448046019,22,False,2
448256013,73,False,2
448261010,17,False,2
449190016,94,False,2
449191017,13,False,2
449535019,21,True,2
449560019,4,True,2
449562010,22,True,2
453899019,127,False,2
454386017,96,False,2
456833013,98,False,2
459094019,150,False,2
460928017,91,False,2
476009017,167,False,2
485552011,167,False,2
487634016,167,False,2
501450016,80,False,2
1209587010,48,False,2
1476267017,63,False,2
1488772013,78,False,2
1488776011,74,False,2
1488777019,75,False,2
1488778012,76,False,2
1488790014,117,False,2
1489327013,86,False,2
1489349019,87,False,2
1489350019,88,False,2
1495180013,77,False,2
2160132019,100,False,2
2469357012,159,False,2
2474331010,155,False,2
2474332015,156,False,2
2474334019,158,False,2
2474335018,160,False,2
2474336017,161,False,2
2474337014,162,False,2
2474636011,12,False,2
2474643017,132,False,2
2474644011,141,False,2
2474673014,14,False,2
2476135013,54,False,2
2533540016,79,False,2
2533726015,64,False,2
2534076017,42,False,2
2534178018,84,False,2
2548271013,55,False,2
2548316014,16,False,2
2548704017,19,False,2
2549912010,19,True,2
2645592012,47,False,2
34191000000112,1,False,2
62561000000111,82,False,2
62861000000114,15,True,2
62861000000114,24,True,2
62861000000114,90,True,2
63101000000114,15,False,2
138921000000112,120,False,2
138931000000114,122,False,2
142341000006112,167,False,2
155791000000119,66,False,2
155981000000118,121,False,2
157001000000119,118,False,2
160631000000111,119,False,2
226271000000118,151,False,2
226281000000116,153,False,2
226291000000119,154,False,2
236421000000118,152,False,2
239871000006116,167,False,2
272651000000110,66,False,2
300081000000111,65,False,2
300141000000119,56,False,2
304851000000118,163,False,2
306991000000111,67,False,2
307011000000115,67,False,2
307041000000119,67,False,2
386851000000112,67,False,2
403791000000114,24,False,2
403791000000114,90,False,2
405781000000111,71,False,2
405801000000112,71,False,2
464061000006114,127,False,2
493971000000110,167,False,2
494031000000110,167,False,2
494151000000119,167,False,2
494211000000114,167,False,2
571951000000119,40,False,2
627621000006113,7,False,2
631591000006116,99,False,2
658421000006110,81,False,2
966841000006111,157,False,2
986431000006117,26,False,2
986441000006110,26,False,2
1119831000000118,96,False,2
1123171000000115,103,False,2
1123231000000113,104,False,2
1123291000000114,105,False,2
1123351000000114,106,False,2
1123481000000113,107,False,2
1136631000000117,164,False,2
1139741000000110,23,False,2
1140371000000110,126,False,2
1148331000000111,165,False,2
1149831000000113,126,False,2
1151611000000115,123,False,2
1151681000000110,124,False,2
1158071000000114,108,False,2
1158111000000115,109,False,2
1158151000000116,110,False,2
1158441000000111,125,False,2
1158531000000118,111,False,2
1158571000000116,112,False,2
1162321000000115,114,False,2
1167921000000118,39,False,2
1167961000000114,38,False,2
1175451000000119,45,False,2
1176461000000114,41,False,2
1551691000000115,83,False,2
1551691000000115,166,False,2
1560421000000115,96,False,2
1560621000000118,98,False,2
1561781000000116,57,False,2
1562151000006111,18,False,2
1654381000000117,98,False,2
1672431000006114,167,False,2
1714281000006119,102,False,2
1740591000006117,113,False,2
1786681000006113,31,False,2
1786691000006111,31,False,2
1786701000006111,31,False,2
1786711000006114,31,False,2
1787311000006110,27,False,2
1787321000006119,27,False,2
1787411000006117,128,False,2
1787421000006113,128,False,2
1787431000006111,131,False,2
1787581000006111,28,False,2
1787591000006114,29,False,2
1787601000006118,168,False,2
1787611000006115,30,False,2
1787621000006111,32,False,2
1787631000006114,33,False,2
1787641000006116,34,False,2
1787651000006119,35,False,2
1811661000006110,136,False,2
1811741000006117,145,False,2
1844201000006117,84,False,2
1844211000006119,84,False,2
1844221000006110,84,False,2
1844231000006113,84,False,2
1844571000006114,18,True,2
1860611000006116,34,True,2
1860621000006112,35,True,2
1860631000006110,32,True,2
1860641000006117,33,True,2
1890111000006110,31,False,2
2023161000006111,130,False,2
2023171000006116,130,False,2
2023181000006118,130,False,2
2023191000006115,130,False,2
2023201000006117,129,False,2
2115631000000117,143,False,2
2115761000000117,146,False,2
2115781000000114,147,False,2
2115801000000110,148,False,2
2115821000000118,149,False,2
2115881000000117,144,False,2
2117311000000111,142,False,2
2117731000000119,133,False,2
2117771000000117,134,False,2
2117811000000117,135,False,2
2117891000000114,137,False,2
2117931000000116,138,False,2
2117971000000119,139,False,2
2118011000000114,140,False,2
2152721000000112,72,False,2
2156901000000119,58,False,2
2191011000000117,59,False,2
2191051000000118,60,False,2
2191951000000119,89,False,2
2194021000000113,14,True,2
2194141000000117,13,True,2
2195001000000117,20,True,2
2195761000000116,70,False,2
2199261000000110,49,False,2
2204781000000112,21,False,2
2205651000000111,37,False,2
2205911000000116,50,False,2
2205951000000117,51,False,2
2206051000000113,69,False,2
2206091000000117,68,False,2
2212981000000117,72,False,2
2243251000000119,61,False,2
2243291000000110,44,False,2
2248021000000110,52,False,2
2248061000000119,62,False,2
2282701000000111,115,False,2
2305241000000117,116,False,2
2452921000000111,127,False,2
2611041000000116,126,False,2
